shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
4__1____2__IT_1,40.4050919501514,-3.68361531396982,14000087,465.941025920103
4__1____2__IT_1,40.4050966254457,-3.68363244942054,14000088,466.159320813875
4__1____2__IT_1,40.4051012088574,-3.68364958276549,14000089,466.379156035538
4__1____2__IT_1,40.4051105581243,-3.68368361796666,14000090,466.602060167758
4__1____2__IT_1,40.4051151415214,-3.68370075249693,14000091,466.826504721997
4__1____2__IT_1,40.4051198147973,-3.68371777008964,14000092,467.052483679707
4__1____2__IT_1,40.4051244873807,-3.68373490434856,14000093,467.280006335581
4__1____2__IT_1,40.405129163354,-3.68375192197326,14000094,467.509063498554
4__1____2__IT_1,40.4051337474378,-3.68376893867046,14000095,467.739651674265
4__1____2__IT_1,40.4051430966692,-3.6838029739041,14000096,467.973308760533
4__1____2__IT_1,40.4051476800485,-3.68382010845052,14000097,468.208506268822
4__1____2__IT_1,40.405157027463,-3.68385414367984,14000098,468.446772618587
4__1____2__IT_1,40.4051617027286,-3.68387127798472,14000099,468.686582769521
4__1____2__IT_1,40.4051663759791,-3.68388829560064,14000100,468.927927323926
4__1____2__IT_1,40.4051709607397,-3.68390519447382,14000101,469.170793489319
4__1____2__IT_1,40.4051756352936,-3.6839224478065,14000102,469.415212945425
4__1____2__IT_1,40.4051849826777,-3.68395648306369,14000103,469.662701243007
4__1____2__IT_1,40.4051895692299,-3.68397338196428,14000104,469.911711219939
4__1____2__IT_1,40.4051942410571,-3.68399063763578,14000105,470.162274573209
4__1____2__IT_1,40.4052176117069,-3.68407572468698,14000106,470.420510022674
4__1____2__IT_1,40.4052221968471,-3.68409285928854,14000107,470.680285961684
4__1____2__IT_1,40.4052315441806,-3.68412689459215,14000108,470.943130742171
4__1____2__IT_1,40.4052362193984,-3.68414403011274,14000109,471.207519417746
4__1____2__IT_1,40.4052549158336,-3.68421209959699,14000110,471.478045751507
4__1____2__IT_1,40.4052595892369,-3.68422923511099,14000111,471.750115911682
4__1____2__IT_1,40.4052736124247,-3.68428028814852,14000112,472.026789420423
4__1____2__IT_1,40.4052781962266,-3.68429718706529,14000113,472.30498450598
4__1____2__IT_1,40.4052828707285,-3.68431443927333,14000114,472.584732788257
4__1____2__IT_1,40.4053015679563,-3.68438251003806,14000115,472.870618857107
4__1____2__IT_1,40.4053063312161,-3.6843995286361,14000116,473.158042811521
4__1____2__IT_1,40.4053109170054,-3.68441654543893,14000117,473.446997846613
4__1____2__IT_1,40.4053155887868,-3.68443379763598,14000118,473.737505976041
4__1____2__IT_1,40.405320262157,-3.68445093318031,14000119,474.029557931884
4__1____2__IT_1,40.4053249353214,-3.68446795087522,14000120,474.323144291198
4__1____2__IT_1,40.4053342838577,-3.68450222081538,14000121,474.619818278088
4__1____2__IT_1,40.4053389570145,-3.68451923851727,14000122,474.918026668449
4__1____2__IT_1,40.4053436321736,-3.68453637409154,14000123,475.217778953897
4__1____2__IT_1,40.4053483062262,-3.6845533918072,14000124,475.519065677353
4__1____2__IT_1,40.4053528892901,-3.68457040860339,14000125,475.821883379584
4__1____2__IT_1,40.4053575637508,-3.6845876608489,14000126,476.126254278535
4__1____2__IT_1,40.4053669095418,-3.68462193197278,14000127,476.433712795987
4__1____2__IT_1,40.4053715853833,-3.68463894971834,14000128,476.742705820539
4__1____2__IT_1,40.405380931145,-3.6846732232131,14000129,477.05478665144
4__1____2__IT_1,40.4053856042764,-3.68469024093825,14000130,477.368401885811
4__1____2__IT_1,40.4053949527462,-3.68472451093914,14000131,477.685104747759
4__1____2__IT_1,40.40539962587,-3.68474152867128,14000132,478.003342013177
4__1____2__IT_1,40.4054089734236,-3.68477579867706,14000133,478.324666871836
4__1____2__IT_1,40.4054136481386,-3.68479269858254,14000134,478.647516787871
4__1____2__IT_1,40.4054182331716,-3.68480983328116,14000135,478.971907193452
4__1____2__IT_1,40.4054222348961,-3.68482460507267,14000136,479.297627458127
4__1____2__IT_1,40.4054229048867,-3.68482708671052,14000137,479.623571052155
4__1____2__IT_1,40.4054275788961,-3.68484410446574,14000138,479.95104908419
4__1____2__IT_1,40.405436926419,-3.68487837449951,14000139,480.281614709466
4__1____2__IT_1,40.4054415995199,-3.68489539225259,14000140,480.613714738212
4__1____2__IT_1,40.4054509479284,-3.68492966230952,14000141,480.948902394535
4__1____2__IT_1,40.4054556210217,-3.68494668006958,14000142,481.285624454328
4__1____2__IT_1,40.4054649694078,-3.68498095131896,14000143,481.625434235618
4__1____2__IT_1,40.4054696425005,-3.68499796790758,14000144,481.966778326531
4__1____2__IT_1,40.4054789899704,-3.68503223916185,14000145,482.311210104606
4__1____2__IT_1,40.4054836639493,-3.68504925694501,14000146,482.657176320688
4__1____2__IT_1,40.40549301139,-3.68508353057016,14000147,483.006230411776
4__1____2__IT_1,40.4054976853613,-3.68510054836032,14000148,483.356818940872
4__1____2__IT_1,40.4055070328075,-3.6851348184642,14000149,483.710495063209
4__1____2__IT_1,40.4055117058703,-3.68515183625221,14000150,484.065705589017
4__1____2__IT_1,40.4055210514995,-3.68518610635184,14000151,484.424003639402
4__1____2__IT_1,40.4055257272573,-3.68520312417424,14000152,484.783836196888
4__1____2__IT_1,40.4055350728641,-3.68523739546633,14000153,485.146756372875
4__1____2__IT_1,40.4055397486213,-3.68525441211728,14000154,485.511210962121
4__1____2__IT_1,40.4055444209679,-3.6852715477646,14000155,485.877209343455
4__1____2__IT_1,40.4055491840956,-3.68528856648488,14000156,486.244745610353
4__1____2__IT_1,40.4055585323865,-3.68532283664935,14000157,486.615369504828
4__1____2__IT_1,40.4055632054214,-3.68533985446299,14000158,486.987527802773
4__1____2__IT_1,40.4055678804578,-3.68535699014942,14000159,487.361229995805
4__1____2__IT_1,40.4055725543884,-3.68537400797687,14000160,487.736466626846
4__1____2__IT_1,40.4055772267172,-3.68539114364054,14000161,488.113247049974
4__1____2__IT_1,40.4055819925367,-3.6854081612263,14000162,488.491565370384
4__1____2__IT_1,40.4055866648603,-3.68542529689468,14000163,488.871427482882
4__1____2__IT_1,40.4055913387808,-3.68544231473145,14000164,489.252824033387
4__1____2__IT_1,40.4055960138019,-3.68545945043191,14000165,489.63576447898
4__1____2__IT_1,40.4056006868165,-3.68547646826421,14000166,490.020239328043
4__1____2__IT_1,40.4056053591369,-3.68549360276349,14000167,490.406257875269
4__1____2__IT_1,40.405610034849,-3.68551062062786,14000168,490.793810929596
4__1____2__IT_1,40.4056193803499,-3.68554489436097,14000169,491.184451790272
4__1____2__IT_1,40.4056240542526,-3.68556191221404,14000170,491.576627088955
4__1____2__IT_1,40.4056287292558,-3.68557904793086,14000171,491.970346282725
4__1____2__IT_1,40.4056334923379,-3.68559606669352,14000172,492.365603362061
4__1____2__IT_1,40.4056381646404,-3.68561320120917,14000173,492.76240413956
4__1____2__IT_1,40.4056428403347,-3.68563021908986,14000174,493.160739424159
4__1____2__IT_1,40.4056521858138,-3.68566449049886,14000175,493.562162327259
4__1____2__IT_1,40.4056568615005,-3.68568150838654,14000176,493.965119737459
4__1____2__IT_1,40.4056615337902,-3.68569864291388,14000177,494.369620845823
4__1____2__IT_1,40.405666208369,-3.68571554294472,14000178,494.775647011563
4__1____2__IT_1,40.405670793264,-3.68573267776833,14000179,495.183213666849
4__1____2__IT_1,40.405684813692,-3.68578408377174,14000180,495.595411741789
4__1____2__IT_1,40.4056894866584,-3.68580110164825,14000181,496.009144220199
4__1____2__IT_1,40.4056941589232,-3.68581823737035,14000182,496.424420490697
4__1____2__IT_1,40.4056988327854,-3.68583525526068,14000183,496.841231199203
4__1____2__IT_1,40.4057081800119,-3.68586952556555,14000184,497.26112950095
4__1____2__IT_1,40.4057175295201,-3.68590356138078,14000185,497.684096747798
4__1____2__IT_1,40.4057221116914,-3.68592069502396,14000186,498.108604288781
4__1____2__IT_1,40.405736132028,-3.68597210228282,14000187,498.537743343341
4__1____2__IT_1,40.4057454806119,-3.68600613693838,14000188,498.969951214614
4__1____2__IT_1,40.4057500643609,-3.68602315393966,14000189,499.403690098624
4__1____2__IT_1,40.4057547358794,-3.68604040989228,14000190,499.838982358972
4__1____2__IT_1,40.4058355180515,-3.68633420312786,14000191,500.300768312535
4__1____2__IT_1,40.405876308131,-3.68647462168672,14000192,500.775300869414
4__1____2__IT_1,40.4059294192359,-3.6866491066356,14000193,501.265770032021
4__1____2__IT_1,40.4059868726492,-3.68682022068005,14000194,501.772098018607
4__1____2__IT_1,40.4060301382753,-3.68693827333881,14000195,502.289535178706
4__1____2__IT_1,40.4060690053402,-3.68703801687529,14000196,502.816472301963
4__1____2__IT_1,40.4061166116247,-3.68715328789225,14000197,503.354526997621
4__1____2__IT_1,40.4061662048838,-3.68726739841376,14000198,503.903720062103
4__1____2__IT_1,40.4062478638757,-3.68744335369787,14000199,504.4703799445
4__1____2__IT_1,40.4063481124357,-3.68764436525291,14000200,505.057405636875
4__1____2__IT_1,40.4064454257272,-3.68782413540557,14000201,505.66312306545
4__1____2__IT_1,40.4065392460417,-3.68798465712876,14000202,506.285986664681
4__1____2__IT_1,40.4068302926378,-3.68843073950318,14000203,506.958614990784
4__1____2__IT_1,40.4070089287588,-3.68869851530891,14000204,507.661400911163
4__1____2__IT_1,40.4070089287588,-3.68869851530891,15000001,507.661400911163
4__1____2__IT_1,40.4073141824785,-3.68915609804669,15000002,507.712934605516
4__1____2__IT_1,40.4077268726757,-3.68977938449353,15000003,507.834437496301
4__1____2__IT_1,40.4079269800491,-3.69007924155235,15000004,507.989715877702
4__1____2__IT_1,40.4081876095275,-3.69047278395349,15000005,508.189176707495
4__1____2__IT_1,40.4084427921878,-3.69085809809331,15000006,508.431896298795
4__1____2__IT_1,40.4085986122013,-3.69110589017858,15000007,508.701841796841
4__1____2__IT_1,40.4087405206428,-3.69134481737864,15000008,508.997461173755
4__1____2__IT_1,40.4088089223177,-3.69146633008211,15000009,509.305885196274
4__1____2__IT_1,40.4088089223177,-3.69146633008211,16000001,509.305885196274
4__1____2__IT_1,40.4088840452347,-3.69159978935047,16000002,509.319948482714
4__1____2__IT_1,40.4090053894307,-3.69182743072401,16000003,509.357560208341
4__1____2__IT_1,40.4090132261528,-3.69184283108874,16000004,509.396741747977
4__1____2__IT_1,40.4090290793625,-3.69187339913617,16000005,509.439057659002
4__1____2__IT_1,40.4090370043546,-3.69188880159419,16000006,509.482948981723
4__1____2__IT_1,40.4090448426674,-3.69190408531196,16000007,509.528401986882
4__1____2__IT_1,40.4090527660352,-3.69191960797385,16000008,509.575438774881
4__1____2__IT_1,40.4090684385443,-3.69195040991893,16000009,509.62561521764
4__1____2__IT_1,40.40907618587,-3.69196569154051,16000010,509.677347589711
4__1____2__IT_1,40.4090841959904,-3.69198192106425,16000011,509.730719167082
4__1____2__IT_1,40.4090922973111,-3.69199826584653,16000012,509.785743660075
4__1____2__IT_1,40.4091166015241,-3.69204695490057,16000013,509.845702356956
4__1____2__IT_1,40.4091247042462,-3.69206306400027,16000014,509.907297311168
4__1____2__IT_1,40.409132805534,-3.69207941233746,16000015,509.970545431439
4__1____2__IT_1,40.4091408147373,-3.69209564187893,16000016,510.035432702115
4__1____2__IT_1,40.4091489167471,-3.6921118688393,16000017,510.101964549956
4__1____2__IT_1,40.4091569261411,-3.6921282162468,16000018,510.170143970563
4__1____2__IT_1,40.4091650274408,-3.69214456106406,16000019,510.239976306792
4__1____2__IT_1,40.4091730407412,-3.69216055612876,16000020,510.311431362973
4__1____2__IT_1,40.4091806025392,-3.69217642517938,16000021,510.384473133377
4__1____2__IT_1,40.4091882553067,-3.69219229752273,16000022,510.459107219079
4__1____2__IT_1,40.4091959091822,-3.69220828538032,16000023,510.535341984027
4__1____2__IT_1,40.4092035610586,-3.69222415536461,16000024,510.613168841944
4__1____2__IT_1,40.4092111255361,-3.69224002681412,16000025,510.692582743669
4__1____2__IT_1,40.4092338096598,-3.69228798994382,16000026,510.776782371049
4__1____2__IT_1,40.4092413727171,-3.69230409710606,16000027,510.862585966026
4__1____2__IT_1,40.4092488446051,-3.692320083124,16000028,510.949979476098
4__1____2__IT_1,40.4092564049764,-3.69233618673021,16000029,511.038976540364
4__1____2__IT_1,40.4092637892611,-3.69235205753665,16000030,511.12955010965
4__1____2__IT_1,40.4092711703587,-3.69236815931276,16000031,511.221716775304
4__1____2__IT_1,40.4092786415179,-3.69238426555108,16000032,511.315482025335
4__1____2__IT_1,40.409286021703,-3.69240036850348,16000033,511.410840404997
4__1____2__IT_1,40.4092934928576,-3.69241647474887,16000034,511.507797369036
4__1____2__IT_1,40.4093080766356,-3.69244868121847,16000035,511.607930597554
4__1____2__IT_1,40.4093154570137,-3.69246490086497,16000036,511.709665466493
4__1____2__IT_1,40.409322747989,-3.6924810052777,16000037,511.812988501674
4__1____2__IT_1,40.4093301274546,-3.69249722610048,16000038,511.917913210986
4__1____2__IT_1,40.4093373292412,-3.69251332960599,16000039,512.024420997686
4__1____2__IT_1,40.409344618603,-3.69252955186931,16000040,512.132525471588
4__1____2__IT_1,40.4093519081786,-3.69254588845934,16000041,512.242235014972
4__1____2__IT_1,40.4093663112459,-3.69257832766711,16000042,512.355127705242
4__1____2__IT_1,40.4093734213292,-3.69259454810653,16000043,512.469606955945
4__1____2__IT_1,40.4093806208034,-3.6926108849654,16000044,512.58568627665
4__1____2__IT_1,40.4093877308891,-3.69262710423314,16000045,512.703352071433
4__1____2__IT_1,40.4093948411603,-3.69264344254154,16000046,512.822613120434
4__1____2__IT_1,40.4094020413334,-3.69265966156119,16000047,512.94346562349
4__1____2__IT_1,40.4094087012963,-3.69267552383236,16000048,513.065853726771
4__1____2__IT_1,40.4094155427316,-3.6926916213238,16000049,513.189804642267
4__1____2__IT_1,40.4094223855768,-3.6927074831193,16000050,513.315300998161
4__1____2__IT_1,40.4094291367136,-3.69272346419165,16000051,513.442346666808
4__1____2__IT_1,40.4094359788483,-3.69273944384315,16000052,513.570946453861
4__1____2__IT_1,40.409442728179,-3.69275542490339,16000053,513.70109545557
4__1____2__IT_1,40.409449479525,-3.69277152030866,16000054,513.83280227885
4__1____2__IT_1,40.4094562315467,-3.69278750258147,16000055,513.966058551081
4__1____2__IT_1,40.4094629842934,-3.69280336347232,16000056,514.100855305062
4__1____2__IT_1,40.4094696428239,-3.6928194614711,16000057,514.237205143731
4__1____2__IT_1,40.4094763948601,-3.69283544021791,16000058,514.375104169936
4__1____2__IT_1,40.4094829660036,-3.69285153732686,16000059,514.514551621154
4__1____2__IT_1,40.4094897155343,-3.69286763273271,16000060,514.655556796368
4__1____2__IT_1,40.4094963774786,-3.69288361056512,16000061,514.798106277258
4__1____2__IT_1,40.4095029486153,-3.69289970768344,16000062,514.942204183161
4__1____2__IT_1,40.4095162683635,-3.69293190139265,16000063,515.089408228148
4__1____2__IT_1,40.4095228402138,-3.69294787831359,16000064,515.238151746428
4__1____2__IT_1,40.4095294989254,-3.69296409302118,16000065,515.388457074558
4__1____2__IT_1,40.4095557816395,-3.69302847684307,16000066,515.544955655795
4__1____2__IT_1,40.4095622594562,-3.69304480874647,16000067,515.70301546412
4__1____2__IT_1,40.4095688305913,-3.69306090236045,16000068,515.862623433952
4__1____2__IT_1,40.4095753116179,-3.69307699858887,16000069,516.023775074092
4__1____2__IT_1,40.4095818802332,-3.6930932112189,16000070,516.186483659323
4__1____2__IT_1,40.4095882704637,-3.69310942437913,16000071,516.350740055272
4__1____2__IT_1,40.409594749703,-3.69312551706279,16000072,516.516539762613
4__1____2__IT_1,40.4096012300139,-3.69314173115337,16000073,516.683891958286
4__1____2__IT_1,40.4096078013226,-3.69315794382355,16000074,516.852801241641
4__1____2__IT_1,40.4096142803395,-3.69317392219279,16000075,517.023245249091
4__1____2__IT_1,40.4096207622651,-3.69319001609496,16000076,517.19523279794
4__1____2__IT_1,40.4096272412775,-3.69320599447029,16000077,517.368755070885
4__1____2__IT_1,40.4096338139901,-3.693221971453,16000078,517.543816865201
4__1____2__IT_1,40.4096402922914,-3.6932380676844,16000079,517.720422187958
4__1____2__IT_1,40.4096532566205,-3.69327002216414,16000080,517.900097115916
4__1____2__IT_1,40.4096597358371,-3.69328611487844,16000081,518.081315355265
4__1____2__IT_1,40.4096663076377,-3.69330209186728,16000082,518.264073067907
4__1____2__IT_1,40.4096727868285,-3.69331818812322,16000083,518.448374356275
4__1____2__IT_1,40.4096857484326,-3.69335014260575,16000084,518.635745107136
4__1____2__IT_1,40.4096922294325,-3.69336623653235,16000085,518.824659352092
4__1____2__IT_1,40.4096987111227,-3.69338221496898,16000086,519.015108463824
4__1____2__IT_1,40.4097051903163,-3.69339830888323,16000087,519.207100975057
4__1____2__IT_1,40.409711672002,-3.69341428732594,16000088,519.400628353066
4__1____2__IT_1,40.4097181511912,-3.6934303812463,16000089,519.595699130577
4__1____2__IT_1,40.4097311127638,-3.69346233577148,16000090,519.793839370581
4__1____2__IT_1,40.4097375946345,-3.69347843208575,16000091,519.993523328191
4__1____2__IT_1,40.4097440736276,-3.69349440698047,16000092,520.194741745993
4__1____2__IT_1,40.4097505554868,-3.69351050447936,16000093,520.397503969509
4__1____2__IT_1,40.4097570371779,-3.69352647940791,16000094,520.601800795921
4__1____2__IT_1,40.4097635163512,-3.69354257334968,16000095,520.807641021835
4__1____2__IT_1,40.4097699980167,-3.69355855181983,16000096,521.015016114524
4__1____2__IT_1,40.4097764771854,-3.69357464576771,16000097,521.223934606715
4__1____2__IT_1,40.4097829588464,-3.69359062424396,16000098,521.434387965681
4__1____2__IT_1,40.4097894380106,-3.69360671819796,16000099,521.646384724149
4__1____2__IT_1,40.4097959196671,-3.69362269668031,16000100,521.859916349392
4__1____2__IT_1,40.4098024015293,-3.69363879066818,16000101,522.074991516034
4__1____2__IT_1,40.4098153630435,-3.69367074527262,16000102,522.29313614517
4__1____2__IT_1,40.4098218405743,-3.69368695943991,16000103,522.512833121577
4__1____2__IT_1,40.4098282337636,-3.69370281563598,16000104,522.734051200243
4__1____2__IT_1,40.4098346228058,-3.69371891222184,16000105,522.956808239613
4__1____2__IT_1,40.4098411938457,-3.69373500596531,16000106,523.18111344049
4__1____2__IT_1,40.4098476729753,-3.69375110230383,16000107,523.406962217092
4__1____2__IT_1,40.4098541546257,-3.6937670784566,16000108,523.634345684548
4__1____2__IT_1,40.4098606355525,-3.69378317481973,16000109,523.863272822313
4__1____2__IT_1,40.4098671161039,-3.69379903310977,16000110,524.093725766757
4__1____2__IT_1,40.4098737722529,-3.69381595510321,16000111,524.325793502211
4__1____2__IT_1,40.4098806085695,-3.69383287895033,16000112,524.559485415614
4__1____2__IT_1,40.4098874428882,-3.69384968492274,16000113,524.794792566473
4__1____2__IT_1,40.409894189822,-3.69386649000105,16000114,525.031710354477
4__1____2__IT_1,40.4099010268525,-3.69388329365093,16000115,525.270243347127
4__1____2__IT_1,40.4099077728804,-3.69390009872667,16000116,525.510386929731
4__1____2__IT_1,40.4099146105991,-3.69391678688989,16000117,525.752137109363
4__1____2__IT_1,40.4099282819048,-3.69395040007798,16000118,525.997117994803
4__1____2__IT_1,40.4099351182014,-3.69396732395217,16000119,526.243723058193
4__1____2__IT_1,40.4099420450943,-3.69398401304498,16000120,526.491939487463
4__1____2__IT_1,40.4099488828149,-3.69400069886801,16000121,526.741762338237
4__1____2__IT_1,40.4099557171088,-3.69401750487413,16000122,526.993200426467
4__1____2__IT_1,40.4099626441879,-3.69403431183684,16000123,527.246258686296
4__1____2__IT_1,40.4099694809789,-3.69405100119624,16000124,527.500923582988
4__1____2__IT_1,40.409976408053,-3.69406780816576,16000125,527.757208651279
4__1____2__IT_1,40.4099971895954,-3.69411787316769,16000126,528.018327690613
4__1____2__IT_1,40.4100041166597,-3.69413468015087,16000127,528.281066901548
4__1____2__IT_1,40.4100110417193,-3.69415137043763,16000128,528.545417469069
4__1____2__IT_1,40.4100250765197,-3.69418475056193,16000129,528.813000545833
4__1____2__IT_1,40.4100320026874,-3.69420155519253,16000130,529.082203570757
4__1____2__IT_1,40.4100390205319,-3.69421824526791,16000131,529.353022874744
4__1____2__IT_1,40.4100461289662,-3.69423470174044,16000132,529.625446042194
4__1____2__IT_1,40.4100532388135,-3.69425092251512,16000133,529.899455770078
4__1____2__IT_1,40.410060347972,-3.69426725760834,16000134,530.175060442488
4__1____2__IT_1,40.410074568577,-3.69429969564844,16000135,530.453838027129
4__1____2__IT_1,40.4100816777073,-3.69431603428739,16000136,530.734210815834
4__1____2__IT_1,40.4101030072215,-3.69436469431557,16000137,531.019343113129
4__1____2__IT_1,40.4101101172646,-3.6943810294419,16000138,531.306070405111
4__1____2__IT_1,40.4101173164682,-3.69439736902384,16000139,531.594397939577
4__1____2__IT_1,40.4101244263135,-3.69441358629699,16000140,531.884311775414
4__1____2__IT_1,40.4101316262202,-3.69442980803505,16000141,532.175817237466
4__1____2__IT_1,40.4101387367617,-3.69444590864274,16000142,532.46890045996
4__1____2__IT_1,40.4101458458781,-3.6944622461339,16000143,532.763578800004
4__1____2__IT_1,40.4101531358628,-3.69447846880828,16000144,533.059853878602
4__1____2__IT_1,40.4101673564006,-3.69451090811533,16000145,533.359301955784
4__1____2__IT_1,40.4101746463997,-3.69452712726453,16000146,533.660346514108
4__1____2__IT_1,40.4101890480014,-3.6945595672751,16000147,533.964574168418
4__1____2__IT_1,40.4101962485882,-3.69457567237167,16000148,534.270384934865
4__1____2__IT_1,40.4102032692027,-3.69459189230088,16000149,534.577777292922
4__1____2__IT_1,40.4102178482534,-3.69462433416355,16000150,534.888362819316
4__1____2__IT_1,40.4102322517517,-3.69465630398079,16000151,535.202097111182
4__1____2__IT_1,40.4102394523532,-3.69467240438381,16000152,535.517414171522
4__1____2__IT_1,40.4102465635684,-3.69468838719143,16000153,535.834300381316
4__1____2__IT_1,40.410253764144,-3.69470449113677,16000154,536.152769617329
4__1____2__IT_1,40.4102609654397,-3.69472047487749,16000155,536.472813124606
4__1____2__IT_1,40.4102681660108,-3.69473657882963,16000156,536.794439658102
4__1____2__IT_1,40.4102752765088,-3.69475267950174,16000157,537.117643952038
4__1____2__IT_1,40.4102824777836,-3.69476866560966,16000158,537.442422688737
4__1____2__IT_1,40.410289678362,-3.69478476721497,16000159,537.768784279823
4__1____2__IT_1,40.4102966996549,-3.69480086933702,16000160,538.096718807658
4__1____2__IT_1,40.4103111007934,-3.69483307374315,16000161,538.427819130182
4__1____2__IT_1,40.4103182112777,-3.69484917443552,16000162,538.760497213147
4__1____2__IT_1,40.4103253224539,-3.69486515963718,16000163,539.094744617625
4__1____2__IT_1,40.4103324329337,-3.69488126033628,16000164,539.430569782544
4__1____2__IT_1,40.4103396334821,-3.69489736432239,16000165,539.767977973682
4__1____2__IT_1,40.4103466547803,-3.69491346293236,16000166,540.106958842172
4__1____2__IT_1,40.4103537659403,-3.69492944932594,16000167,540.447509118205
4__1____2__IT_1,40.4103608757098,-3.69494566671115,16000168,540.789645695609
4__1____2__IT_1,40.4103678969799,-3.69496176886667,16000169,541.133355209764
4__1____2__IT_1,40.4103750067376,-3.69497798743715,16000170,541.478651111643
4__1____2__IT_1,40.4103821171873,-3.69499409051683,16000171,541.825524946349
4__1____2__IT_1,40.4103892283573,-3.69501007339166,16000172,542.17396793051
4__1____2__IT_1,40.4103962489099,-3.69502629341177,16000173,542.523992506281
4__1____2__IT_1,40.4104033593739,-3.695042392966,16000174,542.875594756301
4__1____2__IT_1,40.4104103797295,-3.69505849513231,16000175,543.228769892844
4__1____2__IT_1,40.4104174894735,-3.69507471372303,16000176,543.58353141711
4__1____2__IT_1,40.4104245107253,-3.69509081590529,16000177,543.939865878126
4__1____2__IT_1,40.4104315303868,-3.69510703239735,16000178,544.297781620914
4__1____2__IT_1,40.4104386408182,-3.69512313550393,16000179,544.65727529653
4__1____2__IT_1,40.4104456613547,-3.6951393555475,16000180,545.018350563756
4__1____2__IT_1,40.4104526817107,-3.6951554553768,16000181,545.380998544563
4__1____2__IT_1,40.4104597013417,-3.69517167541779,16000182,545.745228067026
4__1____2__IT_1,40.4104737429361,-3.69520387628084,16000183,546.112603153353
4__1____2__IT_1,40.4104807618657,-3.69522021182619,16000184,546.481568278676
4__1____2__IT_1,40.4104877838056,-3.69523619618709,16000185,546.852097701931
4__1____2__IT_1,40.4105014646504,-3.69526815882546,16000186,547.225735387082
4__1____2__IT_1,40.4105083970294,-3.6952839041999,16000187,547.600914835512
4__1____2__IT_1,40.4105220805633,-3.69531586688538,16000188,547.979202694474
4__1____2__IT_1,40.4105290122269,-3.69533173012091,16000189,548.359040950809
4__1____2__IT_1,40.4105358527104,-3.69534747456246,16000190,548.740415835287
4__1____2__IT_1,40.4105427845474,-3.69536345802219,16000191,549.123349990754
4__1____2__IT_1,40.4105496254106,-3.69537943819162,16000192,549.507838215078
4__1____2__IT_1,40.410556557952,-3.69539530380636,16000193,549.893877059929
4__1____2__IT_1,40.4105634011221,-3.69541104946701,16000194,550.281452769774
4__1____2__IT_1,40.4105702419857,-3.69542702846756,16000195,550.670582461613
4__1____2__IT_1,40.4105771738045,-3.695443013122,16000196,551.061271511029
4__1____2__IT_1,40.4105840135708,-3.69545887425892,16000197,551.453505764665
4__1____2__IT_1,40.410590945902,-3.69547462320747,16000198,551.847282040362
4__1____2__IT_1,40.4105977876505,-3.69549060340867,16000199,552.242612434466
4__1____2__IT_1,40.4106047194816,-3.69550658454052,16000200,552.639501926392
4__1____2__IT_1,40.4106115610194,-3.69552244924436,16000201,553.037936982296
4__1____2__IT_1,40.410618494264,-3.69553819467949,16000202,553.437913852073
4__1____2__IT_1,40.4106253332868,-3.69555417722278,16000203,553.839444865361
4__1____2__IT_1,40.410632265109,-3.69557015836759,16000204,554.242534976471
4__1____2__IT_1,40.4106391066521,-3.6955860207272,16000205,554.647170478149
4__1____2__IT_1,40.4106460391647,-3.69560188638388,16000206,555.053356600355
4__1____2__IT_1,40.4106528814125,-3.69561763089825,16000207,555.461079450907
4__1____2__IT_1,40.4106598132258,-3.695633612056,16000208,555.870361399282
4__1____2__IT_1,40.4106666522351,-3.69564959461859,16000209,556.281197491167
4__1____2__IT_1,40.410673584753,-3.69566545793115,16000210,556.693584030735
4__1____2__IT_1,40.4106804262616,-3.69568132384555,16000211,557.107516220989
4__1____2__IT_1,40.4106873587751,-3.69569718716455,16000212,557.522998858926
4__1____2__IT_1,40.4106942910947,-3.69571293262579,16000213,557.940023260142
4__1____2__IT_1,40.4107011327954,-3.6957289152323,16000214,558.358601953488
4__1____2__IT_1,40.4107080645931,-3.69574489641273,16000215,558.778739744655
4__1____2__IT_1,40.410714904296,-3.69576076114609,16000216,559.20042300017
4__1____2__IT_1,40.4107218358975,-3.69577662447196,16000217,559.623656653056
4__1____2__IT_1,40.4107286783128,-3.69579248688252,16000218,560.04843574634
4__1____2__IT_1,40.4107425423915,-3.69582421591672,16000219,560.476315857523
4__1____2__IT_1,40.4107493840695,-3.69584019972427,16000220,560.905750347697
4__1____2__IT_1,40.4107632454536,-3.69587192521446,16000221,561.338285445574
4__1____2__IT_1,40.4107700878343,-3.69588779117983,16000222,561.772366243957
4__1____2__IT_1,40.4107770194181,-3.69590365453153,16000223,562.207997439711
4__1____2__IT_1,40.410783862525,-3.69591939911586,16000224,562.645165413919
4__1____2__IT_1,40.4107907935724,-3.69593550054409,16000225,563.083901325633
4__1____2__IT_1,40.4107977251496,-3.69595136390549,16000226,563.524187634718
4__1____2__IT_1,40.4108045648237,-3.69596722868054,16000227,563.966019408152
4__1____2__IT_1,40.4108184288678,-3.69599895542873,16000228,564.41095202664
4__1____2__IT_1,40.4108252712379,-3.69601482024124,16000229,564.857430258928
4__1____2__IT_1,40.4108460668092,-3.69606241392834,16000230,565.30855999291
4__1____2__IT_1,40.4108599275918,-3.6960943787578,16000231,565.762807945616
