name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,easting,northing,longitude,latitude,runtime
Harlequin,27 Arlington Way,London,Finsbury,Islington,,,E09000019,Clerkenwell,E05000370,531467.0001221001,182944.00012210011,-0.10452278167672048,51.52960001220874,02/20/2022
Peasant,240 St John Street,London,Finsbury,Islington,,,E09000019,Clerkenwell,E05000370,531676.0001221001,182495.00012210011,-0.10167910375485843,51.52551590485401,02/20/2022
Blues Kitchen,134 Curtain Road,London,Shoreditch,Hackney,,,E09000012,Hoxton East & Shoreditch,E05009377,533290.0001221001,182597.00012210011,-0.07838609530625593,51.52605391772326,02/20/2022
Caraway Lounge,290 North Street,Romford,,Havering,,,E09000016,Brooklands,E05000306,550626.0001221001,189606.00012210011,0.17436355740567813,51.5846782215041,02/20/2022
Rye,31 Peckham Rye,Peckham,London,Southwark,,,E09000028,Rye Lane,E05011113,534483.0001221001,175739.00012210011,-0.06381138808364838,51.4641356522452,02/20/2022
Eleven,5 Fernlea Road,Balham,,Wandsworth,,,E09000032,Balham,E05000610,528788.0001221001,173166.00012210011,-0.14669365674920773,51.44233471981021,02/20/2022
Royal,Boston Road,Hanwell,,Ealing,,,E09000009,Northfield,E05000182,516257.0001221001,179033.00012210011,-0.3250015995528789,51.49778281026171,02/20/2022
Bitter End Bar,139 Masons Hill,Bromley,,Bromley,,,E09000006,Bromley Town,E05000109,540989.0001221001,168298.00012210011,0.026833437505355034,51.395680009795896,02/20/2022
Hope,3 Melon Road,Peckham,London,Southwark,,,E09000028,Peckham,E05011110,534065.0001221001,176723.00012210011,-0.06945244459193495,51.47307848719919,02/20/2022
Blues Kitchen,40 Acre Lane,Brixton,,Lambeth,,,E09000022,Ferndale,E05000421,530674.0001221001,175157.00012210011,-0.11883350311400073,51.45979724415786,02/20/2022
Richmal Crompton,23 Westmoreland Place,Bromley,,Bromley,,,E09000006,Bromley Town,E05000109,540356.0001221001,168677.00012210011,0.017889537018804334,51.39924309155157,02/20/2022
Partridge,194 High Street,Bromley,,Bromley,,,E09000006,Bromley Town,E05000109,540199.0001221001,169278.00012210011,0.015871392643457535,51.40468316095841,02/20/2022
Bar Sport,196-198 High Street,Bromley,,Bromley,,,E09000006,Bromley Town,E05000109,540199.0001221001,169278.00012210011,0.015871392643457535,51.40468316095841,02/20/2022
Havet,195-199 High Street,Bromley,,Bromley,,,E09000006,Bromley Town,E05000109,540169.0001221001,169377.00012210011,0.015479446656137432,51.405580298501384,02/20/2022
Greyhound,205 High Street,Bromley,,Bromley,,,E09000006,Bromley Town,E05000109,540116.0001221001,169415.00012210011,0.014732883139538768,51.405934906336284,02/20/2022
Star & Garter,227 High Street,Bromley,,Bromley,,,E09000006,Bromley Town,E05000109,540068.0001221001,169466.00012210011,0.014063290496619321,51.40640510662853,02/20/2022
Swan & Mitre,260-262 High Street,Bromley,,Bromley,,,E09000006,Bromley Town,E05000109,540035.0001221001,169458.00012210011,0.013585933445957332,51.406341360514965,02/20/2022
Metropolis,256A High Street,Bromley,,Bromley,,,E09000006,Bromley Town,E05000109,540035.0001221001,169458.00012210011,0.013585933445957332,51.406341360514965,02/20/2022
Barrel & Horn,204-206 High Street,Bromley,,Bromley,,,E09000006,Bromley Town,E05000109,540135.0001221001,169361.00012210011,0.014984566036318854,51.40544490851622,02/20/2022
O'Neill's,27-29 East St,Bromley,,Bromley,,,E09000006,Bromley Town,E05000109,540291.0001221001,169450.00012210011,0.017261384900337195,51.4062061847306,02/20/2022
Railway Tavern,45 East Street,Bromley,,Bromley,,,E09000006,Bromley Town,E05000109,540327.0001221001,169526.00012210011,0.017808761208778782,51.406880294109605,02/20/2022
Belgo,242 The Glades,Bromley,,Bromley,,,E09000006,Bickley,E05000106,541689.0001221001,169155.00012210011,0.03723196016794168,51.40320743180347,02/20/2022
Lord Holmesdale,184 Homesdale Road,Bromley,,Bromley,,,E09000006,Bickley,E05000106,541655.0001221001,168734.00012210011,0.03657532046177706,51.39943241027952,02/20/2022
Oak,206 Widmore Road,Bromley,,Bromley,,,E09000006,Bickley,E05000106,541576.0001221001,169386.00012210011,0.03570053319932007,51.40531164412234,02/20/2022
Crown & Anchor,19 Park Road,Bromley,,Bromley,,,E09000006,Plaistow and Sundridge,E05000125,540702.0001221001,169617.00012210011,0.02323350961581886,51.407605186306895,02/20/2022
Freelands Tavern,31 Freelands Road,Bromley,,Bromley,,,E09000006,Plaistow and Sundridge,E05000125,540901.0001221001,169899.00012210011,0.02620517879491853,51.41009010979857,02/20/2022
White Horse,64 Palace Road,Bromley,,Bromley,,,E09000006,Plaistow and Sundridge,E05000125,540648.0001221001,169693.00012210011,0.022487677062997896,51.40830159874149,02/20/2022
Anglesey Arms,90 Palace Road,Bromley,,Bromley,,,E09000006,Plaistow and Sundridge,E05000125,540648.0001221001,169693.00012210011,0.022487677062997896,51.40830159874149,02/20/2022
Red Lion,10 North Road,Bromley,,Bromley,,,E09000006,Plaistow and Sundridge,E05000125,540713.0001221001,169823.00012210011,0.02347332546361428,51.4094537857575,02/20/2022
Hop & Rye,54 London Road,Bromley,,Bromley,,,E09000006,Plaistow and Sundridge,E05000125,539866.0001221001,169976.00012210011,0.011361786920713894,51.411038390184494,02/20/2022
Prince Frederick,31 Nichol Lane,Bromley,,Bromley,,,E09000006,Plaistow and Sundridge,E05000125,540516.0001221001,170460.00012210011,0.02089481285116273,51.41522739020383,02/20/2022
Bonnie's,28-30 Bromley Hill,Bromley,Downham,Lewisham,,,E09000023,Downham,E05000442,539045.0001221001,170998.00012210011,-3.604398052209928e-05,51.42042521069325,02/20/2022
Downham Tavern,419 Downham Way,Grove Park,Downham,Lewisham,,,E09000023,Downham,E05000442,540051.0001221001,171769.00012210011,0.014729034980191007,51.42710653439243,02/20/2022
Shortlands Tavern,5 Station Road,Bromley,,Bromley,,,E09000006,Bromley Town,E05000109,539499.0001221001,169228.00012210011,0.0057933203390936674,51.404406436164344,02/20/2022
Greyhound,Commonside,Keston,,Bromley,,,E09000006,Bromley Common and Keston,E05000108,541322.0001221001,164673.00012210011,0.030175058863120555,51.363019132750246,02/20/2022
Fox Inn,Heathfield Road,Keston,,Bromley,,,E09000006,Bromley Common and Keston,E05000108,541240.0001221001,164427.00012210011,0.028900150420438402,51.36082871144336,02/20/2022
Crown Inn,Leaves Green Road,Keston,,Bromley,,,E09000006,Darwin,E05000117,541501.0001221001,162284.00012210011,0.03179451578491573,51.34150444613813,02/20/2022
Kings Arms,Leaves Green Rd,Keston,,Bromley,,,E09000006,Darwin,E05000117,541483.0001221001,161523.00012210011,0.0312338200047999,51.3346697451018,02/20/2022
New Inn,59 Station Approach,Hayes,,Bromley,,,E09000006,Hayes and Coney Hall,E05000119,540081.0001221001,166024.00012210011,0.012891721411469019,51.375468240681194,02/20/2022
Real Ale Way,"55 Station Approach, Hayes",Hayes,,Bromley,,,E09000006,Hayes and Coney Hall,E05000119,540096.0001221001,166069.00012210011,0.013124866183456187,51.37586896035383,02/20/2022
Pie & Pint Bar,6 Bourne Way,Hayes,,Bromley,,,E09000006,Hayes and Coney Hall,E05000119,539774.0001221001,166028.00012210011,0.008484778160294647,51.375579864549515,02/20/2022
George,29 Hayes Street,Hayes,,Bromley,,,E09000006,Hayes and Coney Hall,E05000119,540557.0001221001,166471.00012210011,0.019903906894090224,51.379367814287534,02/20/2022
Crooked Billet,286 Southborough Lane,Bromley,,Bromley,,,E09000006,Bromley Common and Keston,E05000108,543205.0001221001,167655.00012210011,0.058408912450172296,51.38934635578069,02/20/2022
Chequers,177 Southborough Lane,Bromley,,Bromley,,,E09000006,Bickley,E05000106,542395.0001221001,167675.00012210011,0.046782110578528185,51.38972995716179,02/20/2022
Two Doves,37 Oakley Road Kent,Bromley Common,Bromley,Bromley,,,E09000006,Bromley Common and Keston,E05000108,542066.0001221001,165670.00012210011,0.04125429542848265,51.371793544952524,02/20/2022
Bird in Hand,62 Gravel Road,Bromley Common,Bromley,Bromley,,,E09000006,Bromley Common and Keston,E05000108,542269.0001221001,165905.00012210011,0.044263170227384366,51.37385465046774,02/20/2022
Bricklayers Arms,141-143 Masons Hill,Bromley,,Bromley,,,E09000006,Bromley Town,E05000109,541017.0001221001,168251.00012210011,0.027217012822397905,51.395250659212586,02/20/2022
Crown of Bromley,14 Masons Hill,Bromley,,Bromley,,,E09000006,Bromley Town,E05000109,541001.0001221001,168199.00012210011,0.026966495176193376,51.39478731059805,02/20/2022
Chatterton Arms,41 Chatterton Road,Bromley Common,Bromley,Bromley,,,E09000006,Bromley Common and Keston,E05000108,541681.0001221001,167952.00012210011,0.03663664194437226,51.39239809788691,02/20/2022
Crown,155 Bromley Common,Bromley Common,Bromley,Bromley,,,E09000006,Bromley Common and Keston,E05000108,541657.0001221001,167678.00012210011,0.03618252986705559,51.38994165575818,02/20/2022
George Inn,111 High Street,Beckenham,,Bromley,,,E09000006,Copers Cope,E05000113,537275.0001221001,169398.00012210011,-0.026098217639805268,51.40647702203658,02/20/2022
White Horse,215 High Street,Beckenham,,Bromley,,,E09000006,Copers Cope,E05000113,537102.0001221001,169327.00012210011,-0.02861168065832112,51.40588077804349,02/20/2022
Kelsey House,75 High Street,Beckenham,,Bromley,,,E09000006,Copers Cope,E05000113,537394.0001221001,169457.00012210011,-0.02436532947849697,51.40697845102758,02/20/2022
O'Neill's,9 High Street,Beckenham,,Bromley,,,E09000006,Copers Cope,E05000113,537442.0001221001,169806.00012210011,-0.023540287698094964,51.41010338334113,02/20/2022
Patrick's Bar,5 High Street,Beckenham,,Bromley,,,E09000006,Copers Cope,E05000113,537442.0001221001,169806.00012210011,-0.023540287698094964,51.41010338334113,02/20/2022
Bricklayers Arms,237 High Street,Beckenham,,Bromley,,,E09000006,Copers Cope,E05000113,536990.0001221001,169350.00012210011,-0.030212220163407855,51.40611455546696,02/20/2022
Slug & Lettuce,150-156 High Street,Beckenham,,Bromley,,,E09000006,Copers Cope,E05000113,537316.0001221001,169484.00012210011,-0.025475747007425498,51.40724000296133,02/20/2022
Eden Park,422 Upper Elmers End Road,Eden Park,Beckenham,Bromley,,,E09000006,Kelsey and Eden Park,E05000120,537380.0001221001,167473.00012210011,-0.025334713488768593,51.38915100815641,02/20/2022
Coach & Horses,Burnhill Road,Beckenham,,Bromley,,,E09000006,Kelsey and Eden Park,E05000120,537372.0001221001,169313.00012210011,-0.024737252749806565,51.40568960989483,02/20/2022
Club Langley,2 Hawksbrook Lane,Eden Park,Beckenham,Bromley,,,E09000006,Kelsey and Eden Park,E05000120,537692.0001221001,167360.00012210011,-0.020896804511519707,51.38805981203122,02/20/2022
Elm Tree,116 Croydon Road,Elmers End,Beckenham,Bromley,,,E09000006,Clock House,E05000112,536087.0001221001,168453.00012210011,-0.043532482839179265,51.398270286470044,02/20/2022
Chancery,90 Bromley Road,Beckenham,,Bromley,,,E09000006,Copers Cope,E05000113,537949.0001221001,169407.00012210011,-0.016409375686100715,51.40639433582788,02/20/2022
Jolly Woodman,9 Chancery Lane,Beckenham,,Bromley,,,E09000006,Copers Cope,E05000113,537905.0001221001,169371.00012210011,-0.01705565045887548,51.40608149714292,02/20/2022
Railway Hotel,"Red Lodge Road,",West Wickham,,Bromley,,,E09000006,West Wickham,E05000127,538367.0001221001,166448.00012210011,-0.011556387821474405,51.37969922361342,02/20/2022
Wheatsheaf,135 High Street,West Wickham,,Bromley,,,E09000006,West Wickham,E05000127,537823.0001221001,166054.00012210011,-0.019521943941998552,51.37629058068045,02/20/2022
Swan,2-4 High Street,West Wickham,,Bromley,,,E09000006,West Wickham,E05000127,538172.0001221001,165988.00012210011,-0.014535811400837715,51.37561257512144,02/20/2022
Coney,35 Croydon Road,Coney Hall,,Bromley,,,E09000006,Hayes and Coney Hall,E05000119,539453.0001221001,165364.00012210011,0.003614600054790382,51.36969131371426,02/20/2022
Sovereign of the Seas,109-111 Queensway,Petts Wood,Orpington,Bromley,,,E09000006,Petts Wood and Knoll,E05000124,544252.0001221001,167644.00012210011,0.07344332775513626,51.38898227913842,02/20/2022
One Inn The Wood,209 Petts Wood Road,Petts Wood,Orpington,Bromley,,,E09000006,Petts Wood and Knoll,E05000124,544396.0001221001,167712.00012210011,0.07553935034173109,51.38955675132832,02/20/2022
Daylight Inn,Station Square,Petts Wood,Orpington,Bromley,,,E09000006,Petts Wood and Knoll,E05000124,544486.0001221001,167595.00012210011,0.07678447226481849,51.38848238814635,02/20/2022
Bull Inn,Main Road,St Paul's Cray,Orpington,Bromley,,,E09000006,Cray Valley East,E05000114,547397.0001221001,169336.00012210011,0.11931874965199797,51.40337918221182,02/20/2022
White Swan,21 Kent Road,St Mary Cray,Orpington,Bromley,,,E09000006,Cray Valley East,E05000114,547081.0001221001,167375.00012210011,0.11396579938946996,51.38583862049756,02/20/2022
Beech Tree,75 Wellington Road,St Mary Cray,Orpington,Bromley,,,E09000006,Cray Valley East,E05000114,547008.0001221001,167198.00012210011,0.11284407088011683,51.384266915031716,02/20/2022
Cricketers,93 Chislehurst Road,Orpington,,Bromley,,,E09000006,Petts Wood and Knoll,E05000124,546266.0001221001,166805.00012210011,0.10202568473757007,51.38092689939258,02/20/2022
White Hart,106 High St,Orpington,,Bromley,,,E09000006,Petts Wood and Knoll,E05000124,546417.0001221001,166595.00012210011,0.10410760437299825,51.37900077437545,02/20/2022
Harvest Moon,141-143 High Street,Orpington,,Bromley,,,E09000006,Orpington,E05000122,546346.0001221001,166405.00012210011,0.10300974892429333,51.377311625140244,02/20/2022
Maxwell,Station Road,Orpington,,Bromley,,,E09000006,Orpington,E05000122,545892.0001221001,165802.00012210011,0.09624280328015261,51.37200952863262,02/20/2022
Royal Oak,High Street,Green St Green,Orpington,Bromley,,,E09000006,Chelsfield and Pratts Bottom,E05000110,545578.0001221001,163448.00012210011,0.09077053197409987,51.35093538129413,02/20/2022
Queen's Head,73 High Street,Green St Green,Orpington,Bromley,,,E09000006,Chelsfield and Pratts Bottom,E05000110,545578.0001221001,163611.00012210011,0.09083723203920287,51.35240022027035,02/20/2022
Rose & Crown,Farnborough Way,Green St Green,Orpington,Bromley,,,E09000006,Darwin,E05000117,545515.0001221001,163315.00012210011,0.08981198510257535,51.34975628231271,02/20/2022
Chelsfield,1 Windsor Drive,Chelsfield,Orpington,Bromley,,,E09000006,Chelsfield and Pratts Bottom,E05000110,546687.0001221001,164023.00012210011,0.10692341896719293,51.35581746890152,02/20/2022
Woodman,50 High Street,Farnborough,Orpington,Bromley,,,E09000006,Farnborough and Crofton,E05000118,544217.0001221001,164272.00012210011,0.07157191937227897,51.35868763965581,02/20/2022
Change of Horses,87 High Street,Farnborough,Orpington,Bromley,,,E09000006,Farnborough and Crofton,E05000118,544059.0001221001,164302.00012210011,0.06931610832905291,51.35899733969604,02/20/2022
Bulls Head,Rushmore Hill,Pratts Bottom,Orpington,Bromley,,,E09000006,Chelsfield and Pratts Bottom,E05000110,547188.0001221001,162234.00012210011,0.11337424201032666,51.339610822967266,02/20/2022
Bo Peep,Hewitts Road,Chelsfield,Orpington,Bromley,,,E09000006,Chelsfield and Pratts Bottom,E05000110,548948.0001221001,163415.00012210011,0.13912036339644152,51.34976536999182,02/20/2022
Five Bells,Church Road,Chelsfield,Orpington,Bromley,,,E09000006,Chelsfield and Pratts Bottom,E05000110,548228.0001221001,164146.00012210011,0.12909234658657157,51.356522803866405,02/20/2022
Queen's Head,25 High Street,Downe,Orpington,Bromley,,,E09000006,Darwin,E05000117,543166.0001221001,161732.00012210011,0.05546363595096598,51.336126674774896,02/20/2022
George & Dragon,26 High Street,Downe,Orpington,Bromley,,,E09000006,Darwin,E05000117,543157.0001221001,161681.00012210011,0.05531400656886926,51.33567060597587,02/20/2022
Whyte Lyon (Ye Olde),Farnborough Common,Locksbottom,Orpington,Bromley,,,E09000006,Farnborough and Crofton,E05000118,543315.0001221001,164775.00012210011,0.058827099260945724,51.36343635913838,02/20/2022
British Queen,427 Crofton Road,Locksbottom,Orpington,Bromley,,,E09000006,Farnborough and Crofton,E05000118,543119.0001221001,165074.00012210011,0.05613373787722958,51.36617287607937,02/20/2022
Black Horse,318 Crofton Road,Locksbottom,Orpington,Bromley,,,E09000006,Farnborough and Crofton,E05000118,543266.0001221001,165250.00012210011,0.058315104082338996,51.3677175028892,02/20/2022
Buff,Pinewood Drive,Orpington,,Bromley,,,E09000006,Chelsfield and Pratts Bottom,E05000110,545381.0001221001,164258.00012210011,0.0882743270100575,51.358265093657785,02/20/2022
Queens Head,2 High Street,Chislehurst,,Bromley,,,E09000006,Chislehurst,E05000111,543886.0001221001,170825.00012210011,0.06947660157373575,51.4176621845578,02/20/2022
Gordon Arms,47 Park Road,Chislehurst,,Bromley,,,E09000006,Chislehurst,E05000111,543935.0001221001,170929.00012210011,0.07022310024646138,51.4185843665651,02/20/2022
Imperial Arms,Old Hill,Chislehurst,,Bromley,,,E09000006,Chislehurst,E05000111,543424.0001221001,169764.00012210011,0.06240715129695871,51.40824427176035,02/20/2022
Rambler's Rest,Mill Place,Chislehurst,,Bromley,,,E09000006,Chislehurst,E05000111,543505.0001221001,169759.00012210011,0.06356907939334942,51.40817884291488,02/20/2022
Bickley,Chislehurst Road,Chislehurst,,Bromley,,,E09000006,Chislehurst,E05000111,543081.0001221001,169633.00012210011,0.057425447554757265,51.40715365353225,02/20/2022
Tigers Head,Watts Lane,Chislehurst,,Bromley,,,E09000006,Chislehurst,E05000111,543992.0001221001,169860.00012210011,0.07060813593156609,51.40896304158773,02/20/2022
Crown Inn,School Road,Chislehurst,,Bromley,,,E09000006,Chislehurst,E05000111,544263.0001221001,169997.00012210011,0.07455811944973434,51.41012533834553,02/20/2022
Bull's Head Hotel,Royal Parade,Chislehurst,,Bromley,,,E09000006,Chislehurst,E05000111,544428.0001221001,170106.00012210011,0.07697361060866507,51.41106288427042,02/20/2022
Sydney Arms,Old Perry Street,Chislehurst,,Bromley,,,E09000006,Chislehurst,E05000111,545204.0001221001,170516.00012210011,0.08829301093517519,51.41454920275529,02/20/2022
Man on the Moon,"112 Headley Drive, New Addington",Croydon,,Croydon,,,E09000008,New Addington North,E05011470,538110.0001221001,163316.00012210011,-0.016464178378757435,51.351613543780736,02/20/2022
Keg & Grill,1 South End,Croydon,,Croydon,,,E09000008,South Croydon,E05011484,532449.0001221001,164807.00012210011,-0.09716294059798888,51.36636227368397,02/20/2022
Joker,73 South End,Croydon,,Croydon,,,E09000008,South Croydon,E05011484,532454.0001221001,164669.00012210011,-0.09714257261890803,51.3651207979905,02/20/2022
Obia Bar & Grill,49c South End,Croydon,,Croydon,,,E09000008,South Croydon,E05011484,532454.0001221001,164669.00012210011,-0.09714257261890803,51.3651207979905,02/20/2022
Surrey Cricketers,23 West Street,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532317.0001221001,164947.00012210011,-0.09900608802473779,51.36765133375529,02/20/2022
Apatura Lounge Restaurant,14 South End,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532419.0001221001,164822.00012210011,-0.09758809419184937,51.36650408673627,02/20/2022
Scream Lounge,20 South End,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532412.0001221001,164762.00012210011,-0.09771095197980939,51.36596645400432,02/20/2022
Treehouse,78 South End,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532417.0001221001,164678.00012210011,-0.09767045381416219,51.365210316861365,02/20/2022
Skylark,34-36 South End,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532417.0001221001,164678.00012210011,-0.09767045381416219,51.365210316861365,02/20/2022
Matthews Yard,1 Matthews Yard,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532270.0001221001,165389.00012210011,-0.09951642784834049,51.371634872541,02/20/2022
Milan Bar,16 High Street,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532289.0001221001,165482.00012210011,-0.09920896958993289,51.37246630638823,02/20/2022
Slug & Lettuce,10 Park Lane,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532529.0001221001,165577.00012210011,-0.09572714587060013,51.37326416500585,02/20/2022
George,17-21 George Street,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532440.0001221001,165613.00012210011,-0.09699178550829847,51.37360849369561,02/20/2022
Cronx,"Units 3 & 4, Boxpark Croydon, 99 George Street",Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532709.0001221001,165693.00012210011,-0.09309898510388641,51.37426469042389,02/20/2022
Beatbox,"Units 22-26, Ground Floor, Boxpark Croydon",Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532709.0001221001,165693.00012210011,-0.09309898510388641,51.37426469042389,02/20/2022
Green Dragon,58 High Street,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532312.0001221001,165268.00012210011,-0.09895837281817604,51.370537567951644,02/20/2022
Memory Box,80-88 High Street,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532312.0001221001,165268.00012210011,-0.09895837281817604,51.370537567951644,02/20/2022
Crown & Pepper,242 High Street,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532365.0001221001,165028.00012210011,-0.09828671524520169,51.36836815415396,02/20/2022
South Beats,282 High Street,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532396.0001221001,164935.00012210011,-0.09787623928169997,51.3675250658095,02/20/2022
Spreadeagle,39-41 Katharine Street,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532398.0001221001,165433.00012210011,-0.0976619905634286,51.37200049721405,02/20/2022
Ship,47 High Street,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532342.0001221001,165377.00012210011,-0.09848699750004501,51.37151024035866,02/20/2022
Dog & Bull,24 Surrey Street,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532235.0001221001,165465.00012210011,-0.09999073541036843,51.37232609517295,02/20/2022
Market Tavern,1-4 Surrey Street,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532235.0001221001,165465.00012210011,-0.09999073541036843,51.37232609517295,02/20/2022
Art & Craft CR0,46 Surrey Street,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532286.0001221001,165435.00012210011,-0.09926954726962481,51.37204458117182,02/20/2022
Mr Fox,34 Surrey Street,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532286.0001221001,165435.00012210011,-0.09926954726962481,51.37204458117182,02/20/2022
Royal Standard,1 Sheldon Street,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532216.0001221001,165124.00012210011,-0.10039044823764223,51.36926569485987,02/20/2022
Bulls Head,39 Laud Street,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532285.0001221001,165110.00012210011,-0.09940488956172615,51.369123794295504,02/20/2022
Bishop's Wine Bar,1129 Whitgift Centre,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532315.0001221001,165748.00012210011,-0.09873655073419113,51.37485098763334,02/20/2022
Luna,18 High Street,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532304.0001221001,165541.00012210011,-0.09897160107271723,51.372993088016834,02/20/2022
Dice,36 High Street,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532306.0001221001,165423.00012210011,-0.09898681843595974,51.37193206756915,02/20/2022
Alchemy,28-30 St George's Walk,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532479.0001221001,165481.00012210011,-0.09648094957343833,51.37241301279114,02/20/2022
Windmill,224 St James's Road,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532781.0001221001,166444.00012210011,-0.09178430610947516,51.3809976196436,02/20/2022
Two Brewers,221 Gloucester Road,Croydon,,Croydon,,,E09000008,Selhurst,E05011479,533008.0001221001,167177.00012210011,-0.08824943516496986,51.387532431581725,02/20/2022
Bedford Tavern,16 Sydenham Road,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532710.0001221001,166297.00012210011,-0.09285897826429204,51.379693033736714,02/20/2022
Olde Clock Tower,35 Whitehorse Road,Croydon,,Croydon,,,E09000008,Selhurst,E05011479,532466.0001221001,166825.00012210011,-0.09616640864657759,51.38449555020062,02/20/2022
Pawson's Arms,69 Pawson's Road,Croydon,,Croydon,,,E09000008,Selhurst,E05011479,532563.0001221001,167724.00012210011,-0.09443742355962295,51.392552842308255,02/20/2022
Lion Inn,182 Pawson's Road,Croydon,,Croydon,,,E09000008,Bensham Manor,E05011464,532359.0001221001,167576.00012210011,-0.09742333023236008,51.39127029340524,02/20/2022
Phoenix,12 Station Road,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532221.0001221001,166111.00012210011,-0.09995135080704194,51.378135442551645,02/20/2022
Old Fox & Hounds,1 London Road,Croydon,,Croydon,,,E09000008,Fairfield,E05011468,532068.0001221001,166107.00012210011,-0.10215018965612105,51.37813511210698,02/20/2022
Saints & Sinners,482 London Road,Croydon,,Croydon,,,E09000008,West Thornton,E05011488,531552.0001221001,167078.00012210011,-0.10920118816054723,51.38698208177818,02/20/2022
Golden Lion,144 Stanley Road,Croydon,,Croydon,,,E09000008,West Thornton,E05011488,531174.0001221001,166979.00012210011,-0.11466760054086196,51.38617979984965,02/20/2022
Wandle Arms,90 Waddon New Road,Croydon,,Croydon,,,E09000008,Waddon,E05011487,531764.0001221001,165584.00012210011,-0.1067101602092538,51.37350515471911,02/20/2022
Waddon,2 Stafford Road,Croydon,,Croydon,,,E09000008,Waddon,E05011487,531189.0001221001,164741.00012210011,-0.11527860094039676,51.3660615785176,02/20/2022
Hare & Hounds,325 Purley Way,Croydon,,Croydon,,,E09000008,Waddon,E05011487,531153.0001221001,165371.00012210011,-0.11556300203092343,51.37173223425914,02/20/2022
Plough,Croydon Road,Croydon,Beddington,Sutton,,,E09000029,Beddington North,E05000555,530142.0001221001,164783.00012210011,-0.1302962692819899,51.36667999766016,02/20/2022
Harvest Home,27 Beddington Lane,Croydon,,Sutton,,,E09000029,Beddington North,E05000555,530140.0001221001,165320.00012210011,-0.13012834325333733,51.37150696661924,02/20/2022
Frankie & Benny's,Valley Leisure Park Purley Way,Croydon,,Croydon,,,E09000008,Broad Green,E05011465,530710.0001221001,165916.00012210011,-0.1217239444170443,51.37673278739149,02/20/2022
Beach Road Cafe Bar,23 Hesterman Way,Croydon,,Croydon,,,E09000008,Broad Green,E05011465,530624.0001221001,166010.00012210011,-0.1229244685812439,51.377597443985955,02/20/2022
Cricketers Inn,"36 Addington Village Road, Addington",Croydon,,Croydon,,,E09000008,Selsdon & Addington Village,E05011480,537258.0001221001,164012.00012210011,-0.028424216589638632,51.35807525164485,02/20/2022
Surprise,107 Upper Shirley Road,Croydon,,Croydon,,,E09000008,Shirly South,E05011483,535599.0001221001,164986.00012210011,-0.05186774629259112,51.36722756696832,02/20/2022
Coombe Lodge,104 Coombe Road,Croydon,,Croydon,,,E09000008,South Croydon,E05011484,534356.0001221001,164372.00012210011,-0.0699468847131491,51.362004653107505,02/20/2022
Orchard,112 Cherry Orchard Road,Croydon,,Croydon,,,E09000008,Addiscombe West,E05011463,533053.0001221001,166054.00012210011,-0.0880237830322622,51.377428722218546,02/20/2022
Oval Tavern,131 Oval Road,Croydon,,Croydon,,,E09000008,Addiscombe West,E05011463,533129.0001221001,166074.00012210011,-0.08692481861811491,51.37759065566114,02/20/2022
Porter & Sorter,Station Road,Croydon,,Croydon,,,E09000008,Addiscombe West,E05011463,532903.0001221001,165831.00012210011,-0.09026142966152181,51.37545960729291,02/20/2022
Alma Tavern,127-129 Lower Addiscombe Road,Croydon,,Croydon,,,E09000008,Addiscombe West,E05011463,533582.0001221001,166248.00012210011,-0.08035365154164033,51.3790480766909,02/20/2022
Cricketers,107 Addiscombe Road,Croydon,,Croydon,,,E09000008,Addiscombe West,E05011463,533466.0001221001,165763.00012210011,-0.08220185172805358,51.37471635388096,02/20/2022
