name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,easting,northing,longitude,latitude,runtime
Builders Arms,13 Britten Street,Chelsea,London,Kensington and Chelsea,,,E09000020,Stanley,E05009405,527306.0001221001,178271.00012210011,-0.16616951089025,51.488553327376025,02/20/2022
Surprise,6 Christchurch Terrace,Chelsea,London,Kensington and Chelsea,,,E09000020,Royal Hospital,E05009403,527664.0001221001,177970.00012210011,-0.16112427191082734,51.485767246465215,02/20/2022
Phoenix,23 Smith Street,Chelsea,London,Kensington and Chelsea,,,E09000020,Royal Hospital,E05009403,527624.0001221001,178270.00012210011,-0.16159164634159878,51.488472644610226,02/20/2022
Chelsea Potter,119 Kings Road,Chelsea,London,Kensington and Chelsea,,,E09000020,Royal Hospital,E05009403,527426.0001221001,178199.00012210011,-0.1644678696473972,51.48787916443859,02/20/2022
Caffe Concerto,52 Kings Road,Chelsea,,Kensington and Chelsea,,,E09000020,Royal Hospital,E05009403,527800.0001221001,178555.00012210011,-0.15895459220493025,51.49099443245729,02/20/2022
Chelsea Pig,35 Old Church Street,Chelsea,London,Kensington and Chelsea,,,E09000020,Chelsea Riverside,E05009391,526977.0001221001,177780.00012210011,-0.1710827417677448,51.48421423478372,02/20/2022
Cross Keys,1 Lawrence Street,Chelsea,London,Kensington and Chelsea,,,E09000020,Chelsea Riverside,E05009391,527099.0001221001,177674.00012210011,-0.16936463515434952,51.48323410412812,02/20/2022
Phene,9 Phene Street,Chelsea,London,Kensington and Chelsea,,,E09000020,Royal Hospital,E05009403,527320.0001221001,177846.00012210011,-0.1661212457177467,51.484730310160515,02/20/2022
Coopers Arms,87 Flood Street,Chelsea,London,Kensington and Chelsea,,,E09000020,Royal Hospital,E05009403,527508.0001221001,177944.00012210011,-0.16337944907502205,51.4855687619671,02/20/2022
Crown,153 Dovehouse Street,Chelsea,London,Kensington and Chelsea,,,E09000020,Stanley,E05009405,526921.0001221001,178374.00012210011,-0.17167531740879938,51.489565646670115,02/20/2022
Sydney Arms,70 Sydney Street,Chelsea,London,Kensington and Chelsea,,,E09000020,Stanley,E05009405,527203.0001221001,178209.00012210011,-0.16767474374889121,51.48801925981863,02/20/2022
Picture House Bar,76 Venn Street,Clapham,London,Lambeth,,,E09000022,Clapham Town,E05000419,529436.0001221001,175488.00012210011,-0.13652421817173774,51.463056702267544,02/20/2022
Rectory,87 Rectory Grove,Clapham,London,Lambeth,,,E09000022,Clapham Town,E05000419,529236.0001221001,175734.00012210011,-0.13931201470916316,51.465313416405145,02/20/2022
No 32 The Old Town,32 The Pavement,Clapham,London,Lambeth,,,E09000022,Clapham Town,E05000419,529265.0001221001,175423.00012210011,-0.13900845917842636,51.46251158183577,02/20/2022
Rose & Crown,2 The Polygon,Clapham,London,Lambeth,,,E09000022,Clapham Town,E05000419,529208.0001221001,175473.00012210011,-0.13981033034808238,51.46297399033571,02/20/2022
Sun,47 Old Town,Clapham,London,Lambeth,,,E09000022,Clapham Town,E05000419,529241.0001221001,175545.00012210011,-0.13930917743636864,51.46361357732311,02/20/2022
Jam Tree,13-19 Old Town,Clapham,London,Lambeth,,,E09000022,Clapham Town,E05000419,529226.0001221001,175686.00012210011,-0.13947345939788608,51.46488428517427,02/20/2022
Prince of Wales,38 Old Town,Clapham,London,Lambeth,,,E09000022,Clapham Town,E05000419,529182.0001221001,175546.00012210011,-0.14015775741678477,51.46363603729089,02/20/2022
Bobbin,1-3 Lillieshall Road,Clapham,London,Lambeth,,,E09000022,Clapham Town,E05000419,529058.0001221001,175757.00012210011,-0.14186493837858719,51.46556076339865,02/20/2022
Stonhouse,165 Stonhouse Street,Clapham,London,Lambeth,,,E09000022,Clapham Town,E05000419,529516.0001221001,175583.00012210011,-0.13533831289765902,51.46389223862495,02/20/2022
Bridge Wine Bar,8 Voltaire Road,Clapham,,Lambeth,,,E09000022,Clapham Town,E05000419,529743.0001221001,175743.00012210011,-0.13201329161121253,51.465278281509356,02/20/2022
Bread & Roses,68 Clapham Manor Street,Clapham,London,Lambeth,,,E09000022,Clapham Town,E05000419,529513.0001221001,175804.00012210011,-0.1353004967155205,51.46587922783179,02/20/2022
Clapham Tap,128 Clapham Manor Street,Clapham,London,Lambeth,,,E09000022,Clapham Town,E05000419,529606.0001221001,175596.00012210011,-0.1340385407929886,51.463988473389115,02/20/2022
WC Wine & Charcuterie,Underneath Clapham Common tube station,Clapham,,Lambeth,,,E09000022,Clapham Common,E05000418,529462.0001221001,175264.00012210011,-0.1362321485890378,51.461037486695766,02/20/2022
Alexandra,14 Clapham Common South Side,Clapham,London,Lambeth,,,E09000022,Clapham Common,E05000418,529462.0001221001,175264.00012210011,-0.1362321485890378,51.461037486695766,02/20/2022
Belle Vue,1 Clapham Common South Side,Clapham,London,Lambeth,,,E09000022,Clapham Common,E05000418,529462.0001221001,175264.00012210011,-0.1362321485890378,51.461037486695766,02/20/2022
King & Co,100 Clapham Park Road,Clapham,London,Lambeth,,,E09000022,Clapham Common,E05000418,529734.0001221001,175007.00012210011,-0.1324129098531542,51.45866533662263,02/20/2022
Coach & Horses,173/175 Clapham Park Road,Clapham,London,Lambeth,,,E09000022,Ferndale,E05000421,529925.0001221001,175086.00012210011,-0.12963591042079717,51.459331556798865,02/20/2022
Red Dog South,27-31 Bedford Rd,Clapham,London,Lambeth,,,E09000022,Larkhall,E05000425,530056.0001221001,175655.00012210011,-0.12754181156459246,51.46441550363431,02/20/2022
Falcon,33 Bedford Road,Clapham,London,Lambeth,,,E09000022,Larkhall,E05000425,530061.0001221001,175588.00012210011,-0.12749452046455248,51.46381217480328,02/20/2022
Bodean's,169 Clapham High St,Clapham,London,Lambeth,,,E09000022,Clapham Town,E05000419,529565.0001221001,175334.00012210011,-0.13472452310008157,51.461643060522206,02/20/2022
Revolution,95/97 Clapham High Street,Clapham,London,Lambeth,,,E09000022,Clapham Town,E05000419,529694.0001221001,175417.00012210011,-0.13283798943788155,51.46235949755397,02/20/2022
Stane Street Syndicate,196 Clapham High Street,Clapham,London,Lambeth,,,E09000022,Clapham Town,E05000419,529444.0001221001,175334.00012210011,-0.13646550192937731,51.46167075054065,02/20/2022
Two Brewers,114 Clapham High Street,Clapham,London,Lambeth,,,E09000022,Clapham Town,E05000419,529665.0001221001,175450.00012210011,-0.13324314963333636,51.462662740120436,02/20/2022
64th & Social,64 Clapham High Street,Clapham,London,Lambeth,,,E09000022,Clapham Town,E05000419,529747.0001221001,175498.00012210011,-0.1320456702300564,51.4630753586033,02/20/2022
La Rueda,66 Clapham High St,Clapham,London,Lambeth,,,E09000022,Clapham Town,E05000419,529747.0001221001,175498.00012210011,-0.1320456702300564,51.4630753586033,02/20/2022
Railway,18 Clapham High Street,Clapham,London,Lambeth,,,E09000022,Clapham Town,E05000419,529859.0001221001,175591.00012210011,-0.13039997311854812,51.463885530568454,02/20/2022
Fifty Five at the Oak,8-10 Clapham High Street,Clapham,London,Lambeth,,,E09000022,Larkhall,E05000425,529964.0001221001,175661.00012210011,-0.12886339931139204,51.46449056801308,02/20/2022
Rookery,69 Clapham Common South Side,Clapham,London,Lambeth,,,E09000022,Clapham Common,E05000418,529128.0001221001,174757.00012210011,-0.14122294090059848,51.456556963637986,02/20/2022
Windmill on the Common,Clapham Common South Side,Clapham,London,Lambeth,,,E09000022,Clapham Common,E05000418,528971.0001221001,174810.00012210011,-0.14346232366090167,51.45706911529765,02/20/2022
Perky Nel,"7/8 Cavendish Parade, Clapham Common South Side",Clapham,London,Lambeth,,,E09000022,Clapham Common,E05000418,528896.0001221001,174381.00012210011,-0.14469770596281645,51.45323040957496,02/20/2022
Abbeville,67-69 Abbeville Road,Clapham,London,Lambeth,,,E09000022,Clapham Common,E05000418,529351.0001221001,174514.00012210011,-0.13810359694776644,51.45432200434841,02/20/2022
33 Abbeville Road,33 Abbeville Road,Clapham,,Lambeth,,,E09000022,Clapham Common,E05000418,529251.0001221001,174366.00012210011,-0.13959628320695153,51.45301464743892,02/20/2022
Duke of Clarence,148 Old Brompton Road,South Kensington,London,Kensington and Chelsea,,,E09000020,Courtfield,E05009393,526266.0001221001,178456.00012210011,-0.18107627126070386,51.49044933143968,02/20/2022
Drayton Arms,153 Old Brompton Road,South Kensington,London,Kensington and Chelsea,,,E09000020,Redcliffe,E05009402,526203.0001221001,178419.00012210011,-0.18199655690984937,51.49013084336695,02/20/2022
King's Head,17 Hogarth Place,Earls Court,London,Kensington and Chelsea,,,E09000020,Earl's Court,E05009395,525545.0001221001,178653.00012210011,-0.1913869647411157,51.49238055121477,02/20/2022
Blackbird,209 Earls Court Road,Earls Court,London,Kensington and Chelsea,,,E09000020,Earl's Court,E05009395,525599.0001221001,178551.00012210011,-0.1906457568100238,51.49145177652586,02/20/2022
Courtfield,187 Earls Court Road,Earls Court,London,Kensington and Chelsea,,,E09000020,Earl's Court,E05009395,525599.0001221001,178551.00012210011,-0.1906457568100238,51.49145177652586,02/20/2022
Bolton,326 Earls Court Road,Earls Court,London,Kensington and Chelsea,,,E09000020,Earl's Court,E05009395,525703.0001221001,178311.00012210011,-0.1892338421557587,51.489271533947374,02/20/2022
Pembroke,261 Old Brompton Road,Earls Court,London,Kensington and Chelsea,,,E09000020,Redcliffe,E05009402,525627.0001221001,178188.00012210011,-0.19037182354478627,51.48818289883584,02/20/2022
Earls Court Tavern,123 Earls Court Road,Earls Court,London,Kensington and Chelsea,,,E09000020,Earl's Court,E05009395,525421.0001221001,178754.00012210011,-0.19313646545614238,51.49331586919823,02/20/2022
Prince of Teck,161 Earls Court Road,Earls Court,London,Kensington and Chelsea,,,E09000020,Earl's Court,E05009395,525486.0001221001,178660.00012210011,-0.19223397987061705,51.492456567776586,02/20/2022
McGettigan's,1 The Broadway,Fulham,London,Hammersmith and Fulham,,,E09000013,Town,E05000264,525334.0001221001,177218.00012210011,-0.19493452205436415,51.479529506166536,02/20/2022
Oyster Rooms,"Unit 3, First Floor, Fulham Broadway Shopping Centre",Fulham,London,Hammersmith and Fulham,,,E09000013,Town,E05000264,525334.0001221001,177218.00012210011,-0.19493452205436415,51.479529506166536,02/20/2022
Whole Foods Market,2-6 Fulham Broadway,Fulham,,Hammersmith and Fulham,,,E09000013,Town,E05000264,525334.0001221001,177218.00012210011,-0.19493452205436415,51.479529506166536,02/20/2022
Malt House,17 Vanston Place,Fulham,London,Hammersmith and Fulham,,,E09000013,Fulham Broadway,E05000254,525212.0001221001,177389.00012210011,-0.19663000018830298,51.48109349174216,02/20/2022
Market Hall Fulham,Fulham Broadway,Fulham,,Hammersmith and Fulham,,,E09000013,Fulham Broadway,E05000254,525441.0001221001,177282.00012210011,-0.19337159257524672,51.48008101917445,02/20/2022
Maddisons,474-476 Fulham Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Fulham Broadway,E05000254,525441.0001221001,177282.00012210011,-0.19337159257524672,51.48008101917445,02/20/2022
Kona Kai,515 Fulham Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Parsons Green and Walham,E05000260,525591.0001221001,177233.00012210011,-0.19122984401235546,51.47960731322894,02/20/2022
Butcher's Hook,477 Fulham Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Parsons Green and Walham,E05000260,525871.0001221001,177260.00012210011,-0.18718980909198704,51.479787740922546,02/20/2022
Frankie's Sports Bar & Diner,Stamford Bridge,Fulham,London,Hammersmith and Fulham,,,E09000013,Parsons Green and Walham,E05000260,525764.0001221001,177349.00012210011,-0.1886983110712449,51.48061148110707,02/20/2022
Simmons,374 North End Road,Fulham,,Hammersmith and Fulham,,,E09000013,Fulham Broadway,E05000254,525129.0001221001,177348.00012210011,-0.1978393033299757,51.480743351503,02/20/2022
Cock Tavern,360 North End Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Fulham Broadway,E05000254,525129.0001221001,177348.00012210011,-0.1978393033299757,51.480743351503,02/20/2022
Goose,248 North End Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Fulham Broadway,E05000254,524893.0001221001,177780.00012210011,-0.20108365868412031,51.48467837867064,02/20/2022
Harwood Arms,Walham Grove,Fulham,London,Hammersmith and Fulham,,,E09000013,Fulham Broadway,E05000254,525236.0001221001,177481.00012210011,-0.1962518929549897,51.481915080247354,02/20/2022
SW9,11 Dorrell Place,Brixton,London,Lambeth,,,E09000022,Ferndale,E05000421,530995.0001221001,175494.00012210011,-0.11409023869579864,51.46275188822054,02/20/2022
Atlas,16 Seagrave Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Fulham Broadway,E05000254,525339.0001221001,177906.00012210011,-0.1946183136823654,51.48571218748577,02/20/2022
Prince,14 Lillie Road,Fulham,London,Hammersmith and Fulham,,,E09000013,North End,E05000258,525233.0001221001,178000.00012210011,-0.19611097437946273,51.48658055334904,02/20/2022
George & Dragon,47 Lillie Road,Fulham,,Hammersmith and Fulham,,,E09000013,Fulham Broadway,E05000254,524937.0001221001,177816.00012210011,-0.20043749327424715,51.484992229628794,02/20/2022
Lillie Langtry,19 Lillie Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Fulham Broadway,E05000254,525195.0001221001,177907.00012210011,-0.19669102811597347,51.485753078301734,02/20/2022
Rose,1 Harwood Terrace,Fulham,London,Hammersmith and Fulham,,,E09000013,Parsons Green and Walham,E05000260,525806.0001221001,176859.00012210011,-0.18826828912389074,51.47619799978528,02/20/2022
Queen Elizabeth,58 Bagley Lane,Fulham,London,Hammersmith and Fulham,,,E09000013,Parsons Green and Walham,E05000260,525890.0001221001,176620.00012210011,-0.18714443622079183,51.47403116842233,02/20/2022
Tommy Tucker,22 Waterford Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Parsons Green and Walham,E05000260,525636.0001221001,177017.00012210011,-0.1906589413010915,51.47765589905477,02/20/2022
Chelsea Lodge,562 Kings Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Parsons Green and Walham,E05000260,525962.0001221001,177173.00012210011,-0.18591095392097112,51.478985521587056,02/20/2022
Jam Tree,541 Kings Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Parsons Green and Walham,E05000260,525957.0001221001,177115.00012210011,-0.18600361105107535,51.47846532951711,02/20/2022
Imperial Arms,577 Kings Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Parsons Green and Walham,E05000260,525890.0001221001,177055.00012210011,-0.18698939398323178,51.47794096501762,02/20/2022
Sands End,135-137 Stephendale Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Sands End,E05000262,526012.0001221001,176381.00012210011,-0.18547379650339083,51.471855863188864,02/20/2022
Waterside Inn,"The Boulevard, Imperial Wharf",Fulham,London,Hammersmith and Fulham,,,E09000013,Sands End,E05000262,526426.0001221001,176488.00012210011,-0.17947728909676403,51.472725208354916,02/20/2022
Callow Ruscoe,152 Wandsworth Bridge Road,Fulham,,Hammersmith and Fulham,,,E09000013,Sands End,E05000262,525689.0001221001,176290.00012210011,-0.19015475273240473,51.47110980718232,02/20/2022
Joe's Brasserie,130 Wandsworth Bridge Rd,Fulham,London,Hammersmith and Fulham,,,E09000013,Parsons Green and Walham,E05000260,525682.0001221001,176382.00012210011,-0.19022276644988192,51.471938263970046,02/20/2022
Golden Lion,57 Fulham High Street,Fulham,London,Hammersmith and Fulham,,,E09000013,Town,E05000264,524420.0001221001,176082.00012210011,-0.20849117373408796,51.46952079305179,02/20/2022
Eight Bells,89 Fulham High Street,Fulham,London,Hammersmith and Fulham,,,E09000013,Palace Riverside,E05000259,524424.0001221001,175861.00012210011,-0.20851142657811547,51.46753353101163,02/20/2022
Temperance,90 Fulham High Street,Fulham,London,Hammersmith and Fulham,,,E09000013,Palace Riverside,E05000259,524374.0001221001,176061.00012210011,-0.2091605662256149,51.46934215630692,02/20/2022
King's Head,4 Fulham High Street,Fulham,London,Hammersmith and Fulham,,,E09000013,Palace Riverside,E05000259,524343.0001221001,176177.00012210011,-0.20956587316683745,51.470391596905394,02/20/2022
Amuse Bouche,51 Parsons Green Lane,Fulham,London,Hammersmith and Fulham,,,E09000013,Parsons Green and Walham,E05000260,525066.0001221001,176638.00012210011,-0.19899759803748007,51.47437574071668,02/20/2022
Boma Green (Bar & Restaurant),271 New Kings Rd,Fulham,London,Hammersmith and Fulham,,,E09000013,Parsons Green and Walham,E05000260,524965.0001221001,176339.00012210011,-0.20055703687725387,51.47171061837346,02/20/2022
King's Arms,425 New Kings Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Palace Riverside,E05000259,524437.0001221001,175987.00012210011,-0.20827997723531783,51.46866317953687,02/20/2022
Pilango Cider,"Railway Arch 10, Munster Road",Fulham,,Hammersmith and Fulham,,,E09000013,Town,E05000264,524760.0001221001,176455.00012210011,-0.20346642350695365,51.472798488823855,02/20/2022
White Horse,1-3 Parsons Green,Fulham,London,Hammersmith and Fulham,,,E09000013,Parsons Green and Walham,E05000260,525169.0001221001,176516.00012210011,-0.19755837283064848,51.473256410441905,02/20/2022
Duke On The Green,235 New Kings Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Parsons Green and Walham,E05000260,525118.0001221001,176380.00012210011,-0.1983405521390294,51.47204531172262,02/20/2022
Fulham Wine Rooms,871-873 Fulham Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Town,E05000264,524628.0001221001,176529.00012210011,-0.20534010291661872,51.47349270772946,02/20/2022
Slug @ Fulham,490 Fulham Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Town,E05000264,525194.0001221001,177241.00012210011,-0.19694157961121092,51.479767241030565,02/20/2022
Brown Cow,676 Fulham Rd,Fulham,London,Hammersmith and Fulham,,,E09000013,Town,E05000264,524634.0001221001,176607.00012210011,-0.20522622771107993,51.474192460014166,02/20/2022
Octoberfest Pub,678-680 Fulham Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Town,E05000264,524634.0001221001,176607.00012210011,-0.20522622771107993,51.474192460014166,02/20/2022
Durell Arms,704 Fulham Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Town,E05000264,524563.0001221001,176513.00012210011,-0.20628126005115652,51.47336321467367,02/20/2022
Mitre,81 Dawes Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Fulham Broadway,E05000254,524838.0001221001,177225.00012210011,-0.2020716704916644,51.47970212741836,02/20/2022
Wellington,56 Haldane Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Fulham Broadway,E05000254,524936.0001221001,177510.00012210011,-0.20056017491856773,51.482242094133134,02/20/2022
Rylston,197 Lillie Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Fulham Broadway,E05000254,524543.0001221001,177604.00012210011,-0.20618436606477353,51.48317366837027,02/20/2022
Captain Cook,205 Dawes Road,Fulham,London,Hammersmith and Fulham,,,E09000013,Munster,E05000257,524431.0001221001,177310.00012210011,-0.20790028172148045,51.48055581416967,02/20/2022
Bedford Arms,204 Dawes Rd,Fulham,London,Hammersmith and Fulham,,,E09000013,Fulham Broadway,E05000254,524439.0001221001,177331.00012210011,-0.20777772293888458,51.48074280468847,02/20/2022
Hoop & Toy,34 Thurloe Place,South Kensington,London,Kensington and Chelsea,,,E09000020,Brompton & Hans Town,E05009389,526856.0001221001,178892.00012210011,-0.1724249321386298,51.49423598905807,02/20/2022
Zetland Arms,2 Bute Street,South Kensington,London,Kensington and Chelsea,,,E09000020,Brompton & Hans Town,E05009389,526710.0001221001,178774.00012210011,-0.17456953467618194,51.493208158265666,02/20/2022
Anglesea Arms,15 Selwood Terrace,South Kensington,London,Kensington and Chelsea,,,E09000020,Courtfield,E05009393,526656.0001221001,178389.00012210011,-0.17548523343988373,51.489759897061774,02/20/2022
Tavern,97 Cromwell Road,South Kensington,London,Kensington and Chelsea,,,E09000020,Courtfield,E05009393,526087.0001221001,178814.00012210011,-0.18352554333433416,51.493706985527226,02/20/2022
Coco Momo,25 Gloucester Road,South Kensington,London,Kensington and Chelsea,,,E09000020,Queen's Gate,E05009401,526190.0001221001,179258.00012210011,-0.1818836679708082,51.49767466520312,02/20/2022
Gloucester Arms,34 Gloucester Road,South Kensington,London,Kensington and Chelsea,,,E09000020,Queen's Gate,E05009401,526152.0001221001,179364.00012210011,-0.1823929594113583,51.49863587430947,02/20/2022
Stanhope Arms,97 Gloucester Road,South Kensington,London,Kensington and Chelsea,,,E09000020,Courtfield,E05009393,526295.0001221001,178821.00012210011,-0.18052810603809924,51.49372346666366,02/20/2022
Steak & Co,152 Gloucester Road,South Kensington,London,Kensington and Chelsea,,,E09000020,Courtfield,E05009393,526299.0001221001,178703.00012210011,-0.18051274709808432,51.492661991416405,02/20/2022
Hereford Arms,127 Gloucester Road,South Kensington,London,Kensington and Chelsea,,,E09000020,Courtfield,E05009393,526350.0001221001,178694.00012210011,-0.17978165271247548,51.49256970257017,02/20/2022
Queens Arms,30 Queen's Gate Mews,South Kensington,London,Kensington and Chelsea,,,E09000020,Queen's Gate,E05009401,526362.0001221001,179443.00012210011,-0.17934060594806123,51.499299009560744,02/20/2022
Fentiman Arms,64 Fentiman Road,South Lambeth,London,Lambeth,,,E09000022,Oval,E05000426,530720.0001221001,177484.00012210011,-0.11731076256532612,51.48070098932497,02/20/2022
Tia Maria,126 South Lambeth Road,South Lambeth,London,Lambeth,,,E09000022,Oval,E05000426,530308.0001221001,177419.00012210011,-0.12326513271232442,51.48021187097,02/20/2022
Estrela Bar,111-115 South Lambeth Rd,South Lambeth,London,Lambeth,,,E09000022,Stockwell,E05000429,530419.0001221001,177259.00012210011,-0.1217264907769548,51.47874825173607,02/20/2022
Canton Arms,177 South Lambeth Road,South Lambeth,London,Lambeth,,,E09000022,Stockwell,E05000429,530457.0001221001,176981.00012210011,-0.12128222417715596,51.47624090636011,02/20/2022
Duke of Cambridge,74 Lansdowne Way,South Lambeth,London,Lambeth,,,E09000022,Stockwell,E05000429,530431.0001221001,176756.00012210011,-0.12173951767568787,51.47422466812372,02/20/2022
Cavendish Arms,128 Hartington Road,South Lambeth,London,Lambeth,,,E09000022,Stockwell,E05000429,530124.0001221001,176949.00012210011,-0.12608680124934452,51.476030006060434,02/20/2022
Riverside,"Hamilton House, 5 St George Wharf",Vauxhall,London,Lambeth,,,E09000022,Oval,E05000426,530205.0001221001,177966.00012210011,-0.12454599504256214,51.48515187292301,02/20/2022
Cottons,"Unit 12, Flagstaff House, 9 St George Wharf",Vauxhall,London,Lambeth,,,E09000022,Oval,E05000426,530205.0001221001,177966.00012210011,-0.12454599504256214,51.48515187292301,02/20/2022
Brunswick House,30 Wandsworth Road,Vauxhall,,Lambeth,,,E09000022,Oval,E05000426,530430.0001221001,177995.00012210011,-0.12129628502104585,51.48536065981668,02/20/2022
Nott,257 Wandsworth Road,South Lambeth,London,Lambeth,,,E09000022,Oval,E05000426,530048.0001221001,177186.00012210011,-0.1270933806857329,51.47817757802401,02/20/2022
Priory Arms,83 Lansdowne Way,South Lambeth,London,Lambeth,,,E09000022,Stockwell,E05000429,530014.0001221001,176773.00012210011,-0.1277347806447858,51.47447345931845,02/20/2022
Surprise,16 Southville,South Lambeth,London,Lambeth,,,E09000022,Larkhall,E05000425,529861.0001221001,176718.00012210011,-0.12995701205220428,51.47401427901688,02/20/2022
Feeleys Free House,99 Union Road,South Lambeth,London,Lambeth,,,E09000022,Larkhall,E05000425,529627.0001221001,176373.00012210011,-0.1334513560718397,51.47096716937219,02/20/2022
Griffin Belle,8 Wyvil Road,Vauxhall,London,Lambeth,,,E09000022,Oval,E05000426,530249.0001221001,177529.00012210011,-0.1240738042210973,51.48121411073221,02/20/2022
Mawbey Arms,7 Mawbey Street,South Lambeth,London,Lambeth,,,E09000022,Oval,E05000426,530251.0001221001,177142.00012210011,-0.12418775534236508,51.47773540458821,02/20/2022
Nolans,33 Wilcox Road,South Lambeth,London,Lambeth,,,E09000022,Oval,E05000426,530179.0001221001,177311.00012210011,-0.12516177216009655,51.47927090608414,02/20/2022
Victoria,166 Queenstown Road,Battersea,London,Wandsworth,,,E09000032,Queenstown,E05000620,528712.0001221001,176490.00012210011,-0.1465767269670292,51.47222766675328,02/20/2022
Flanagans of Battersea,"21 Bradmead, 133 Battersea Park Road",Battersea,London,Wandsworth,,,E09000032,Queenstown,E05000620,528963.0001221001,177108.00012210011,-0.14273879516935228,51.477724972534524,02/20/2022
Masons Arms,169 Battersea Park Road,Battersea,London,Wandsworth,,,E09000032,Queenstown,E05000620,528792.0001221001,176931.00012210011,-0.14526460755478962,51.47617309234609,02/20/2022
Duchess Belle,101 Battersea Park Road,Battersea,London,Wandsworth,,,E09000032,Queenstown,E05000620,529050.0001221001,177178.00012210011,-0.14146099444276922,51.4783342747739,02/20/2022
Mondo Tap House,86 Stewarts Road,Battersea,,Wandsworth,,,E09000032,Queenstown,E05000620,529316.0001221001,176643.00012210011,-0.13782818772109168,51.47346505006507,02/20/2022
24 The Oval,24 Clapham Road,Stockwell,London,Lambeth,,,E09000022,Oval,E05000426,531078.0001221001,177454.00012210011,-0.11216882443275202,51.4803484959978,02/20/2022
Crown & Anchor,246 Brixton Road,Brixton,London,Lambeth,,,E09000022,Vassall,E05000436,531160.0001221001,176370.00012210011,-0.11139103693525151,51.47058686748225,02/20/2022
Phonox,418 Brixton Road,Brixton,London,Lambeth,,,E09000022,Ferndale,E05000421,531057.0001221001,175611.00012210011,-0.11315477659273902,51.46378909164911,02/20/2022
Beehive,407-409 Brixton Road,Brixton,London,Lambeth,,,E09000022,Coldharbour,E05000420,531092.0001221001,175551.00012210011,-0.1126734233555749,51.463241723658136,02/20/2022
Clarkshaw Tap Room,497 Ridgway Road,Loughborough Junction,,Lambeth,,,E09000022,Coldharbour,E05000420,531803.0001221001,175740.00012210011,-0.10237272533512978,51.46477522821871,02/20/2022
Hero Of Switzerland,142 Loughborough Road,Brixton,London,Lambeth,,,E09000022,Coldharbour,E05000420,531705.0001221001,175924.00012210011,-0.10371427589342849,51.46645177082766,02/20/2022
Duke Of Edinburgh,204 Ferndale Road,Brixton,London,Lambeth,,,E09000022,Ferndale,E05000421,530727.0001221001,175503.00012210011,-0.11794301424610534,51.46289475226058,02/20/2022
Canova Hall,250 Ferndale Road,Brixton,,Lambeth,,,E09000022,Ferndale,E05000421,531019.0001221001,175588.00012210011,-0.11371007436388443,51.463591174545186,02/20/2022
Trinity Arms,45 Trinity Gardens,Brixton,London,Lambeth,,,E09000022,Ferndale,E05000421,530785.0001221001,175339.00012210011,-0.11716915812865236,51.46140736689879,02/20/2022
Prince of Wales,467-469 Brixton Road,Brixton,London,Lambeth,,,E09000022,Coldharbour,E05000420,531046.0001221001,175337.00012210011,-0.11341463158320263,51.46132901349045,02/20/2022
Ekcovision,Arch 15 Atlantic Road,Brixton,London,Lambeth,,,E09000022,Coldharbour,E05000420,531152.0001221001,175454.00012210011,-0.11184609978406883,51.46235601620466,02/20/2022
Prince Albert,418 Coldharbour Lane,Brixton,London,Lambeth,,,E09000022,Coldharbour,E05000420,531181.0001221001,175339.00012210011,-0.11147151534180288,51.46131571167821,02/20/2022
Market House,443 Coldharbour Lane,Brixton,London,Lambeth,,,E09000022,Coldharbour,E05000420,531135.0001221001,175298.00012210011,-0.1121485700208816,51.4609578777875,02/20/2022
Satay Bar,447 Coldharbour Lane,Brixton,London,Lambeth,,,E09000022,Coldharbour,E05000420,531087.0001221001,175289.00012210011,-0.1128425239152998,51.46088810904418,02/20/2022
Dogstar,389 Coldharbour Lane,Brixton,London,Lambeth,,,E09000022,Coldharbour,E05000420,531236.0001221001,175323.00012210011,-0.11068611820026973,51.46115915712999,02/20/2022
Craft Beer Co.,11-13 Brixton Station Road,Brixton,London,Lambeth,,,E09000022,Coldharbour,E05000420,531101.0001221001,175529.00012210011,-0.11255208594301147,51.46304190968359,02/20/2022
