distance,metric,canonical_reach,our_n,eps_normalised,eppstein_global,eppstein_local,ratio_global,ratio_local
5000.0,betweenness,2564.565431501872,2169.055318877767,1.7022667914358766e-14,3.044734465941853e+28,2.708876416942602e+28,1.403714529289713e+25,1.2488738269451465e+25
10000.0,betweenness,10258.261726007488,2446.314191101745,1.3618134331487013e-13,4.7573976030341454e+26,4.980134947496811e+26,1.9447206006238956e+23,2.035770779408311e+23
20000.0,harmonic,41033.04690402995,2723.5730633257226,3.433701937331657e-05,7483064524.320739,9009206669.721798,2747517.4523804616,3307863.038827665
20000.0,betweenness,41033.04690402995,2723.5730633257226,38.44306731055272,0.0059699213962822765,0.007187463837348552,2.1919446467841315e-06,2.638983302534218e-06
