distance,metric,canonical_reach,our_n,eps_normalised,eppstein_global,eppstein_local,ratio_global,ratio_local
5000.0,betweenness,2564.565431501872,2169.055318877767,6.241644901931547e-14,2.1641134367798542e+27,2.014866756403589e+27,9.977216431250495e+23,9.289144167360597e+23
10000.0,betweenness,10258.261726007488,2446.314191101745,1.985977923341856e-13,2.1376140885743863e+26,2.3416797793944193e+26,8.738101166030804e+22,9.572277297462753e+22
20000.0,harmonic,41033.04690402995,2723.5730633257226,3.11404699403824e-05,8694163669.73559,10953714375.648722,3192190.3571476988,4021817.7081958917
20000.0,betweenness,41033.04690402995,2723.5730633257226,28.38708182092459,0.01046252808905331,0.013181664009113041,3.84147142220508e-06,4.83984225964442e-06
