distance,rho_closeness,rho_closeness_std,rho_betweenness,rho_betweenness_std,sampled_time_c,sampled_time_b,speedup_closeness,speedup_betweenness
30000,1.0,0.0,0.9530572936152754,0.0009612192893730592,6.874910434087117,16.11136730511983,0.4914146634226213,13.38379157222831
40000,1.0,0.0,0.9541855571502231,0.0016808690517185953,11.893107652664185,17.955152988433838,0.6619052276584138,20.038147165485515
50000,1.0,0.0,0.954930637586067,0.0014278885852122647,18.592111269632976,19.308695554733276,0.7176924112678778,24.705965172804827
